trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
38,False,"{'a': 0.31, 'e': 0.826565107974722}",20,0,-93.09979541862958,"{0: 9, 1: 5, 2: 4, 3: 2, 4: 0}",0
39,False,"{'a': 0.31, 'e': 0.8224322824348484}",20,0,-47.55285729248319,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
40,False,"{'a': 0.31, 'e': 0.8183201210226743}",20,0,-6.037410511944905,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
41,False,"{'a': 0.31, 'e': 0.8142285204175609}",30,2,-70.85381149295384,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 1}",1
42,False,"{'a': 0.31, 'e': 0.810157377815473}",30,0,-106.29524781564099,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
43,False,"{'a': 0.31, 'e': 0.8061065909263957}",20,0,-57.50972802084773,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
44,False,"{'a': 0.31, 'e': 0.8020760579717637}",20,1,-12.33194477633733,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
45,False,"{'a': 0.31, 'e': 0.7980656776819048}",20,0,-38.2693035999061,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
46,False,"{'a': 0.31, 'e': 0.7940753492934953}",20,0,-107.4399267000104,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
47,False,"{'a': 0.31, 'e': 0.7901049725470278}",25,0,-127.90603802823959,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
48,False,"{'a': 0.31, 'e': 0.7861544476842928}",25,0,-36.82472631460996,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
49,False,"{'a': 0.31, 'e': 0.7822236754458712}",30,6,-34.31090751531297,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
50,False,"{'a': 0.31, 'e': 0.7783125570686419}",25,0,-178.3873588221776,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
51,False,"{'a': 0.31, 'e': 0.7744209942832987}",25,0,-18.1889570507308,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
52,False,"{'a': 0.31, 'e': 0.7705488893118821}",35,7,-25.15521684354341,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 0}",1
53,False,"{'a': 0.31, 'e': 0.7666961448653228}",30,10,14.43862472582965,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.31, 'e': 0.7628626641409961}",25,0,-0.03746602517581188,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
55,False,"{'a': 0.31, 'e': 0.7590483508202912}",25,0,-105.18253930767682,"{0: 17, 1: 2, 2: 2, 3: 3, 4: 1}",0
56,False,"{'a': 0.31, 'e': 0.7552531090661897}",30,0,-138.60714941035198,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",0
57,False,"{'a': 0.31, 'e': 0.7514768435208588}",25,17,0.5701467506506643,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.31, 'e': 0.7477194593032545}",30,0,-167.0771328048518,"{0: 21, 1: 3, 2: 2, 3: 0, 4: 4}",0
59,False,"{'a': 0.31, 'e': 0.7439808620067382}",25,2,-40.60916149688131,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
60,False,"{'a': 0.31, 'e': 0.7402609576967045}",20,4,-40.75300127746358,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
61,False,"{'a': 0.31, 'e': 0.736559652908221}",25,0,-39.75219442297673,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
62,False,"{'a': 0.31, 'e': 0.7328768546436799}",25,0,-33.63339386379327,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
63,False,"{'a': 0.31, 'e': 0.7292124703704614}",25,16,-46.93667871004497,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
64,False,"{'a': 0.31, 'e': 0.7255664080186092}",30,0,-97.53790019277372,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
65,False,"{'a': 0.31, 'e': 0.7219385759785161}",25,0,-12.738897157080856,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
66,False,"{'a': 0.31, 'e': 0.7183288830986235}",30,11,-23.760698909480986,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
67,False,"{'a': 0.31, 'e': 0.7147372386831304}",25,0,-1.7077784115322423,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
68,False,"{'a': 0.31, 'e': 0.7111635524897147}",20,0,-92.93834074245046,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
69,False,"{'a': 0.31, 'e': 0.7076077347272661}",25,0,-46.19528984738905,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
70,False,"{'a': 0.31, 'e': 0.7040696960536298}",20,11,7.589112188106559,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.31, 'e': 0.7005493475733616}",20,4,-25.390693710065577,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
72,False,"{'a': 0.31, 'e': 0.6970466008354949}",20,0,-58.899132285658354,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
73,False,"{'a': 0.31, 'e': 0.6935613678313174}",20,0,-13.374849071063734,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
74,False,"{'a': 0.31, 'e': 0.6900935609921608}",25,14,-26.069889735552955,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
75,False,"{'a': 0.31, 'e': 0.6866430931872}",25,15,-2.9208028262221046,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
76,False,"{'a': 0.31, 'e': 0.683209877721264}",25,15,7.116596783020164,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.31, 'e': 0.6797938283326577}",20,0,-81.61971565400233,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
78,False,"{'a': 0.31, 'e': 0.6763948591909944}",20,0,-72.57989190712073,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
79,False,"{'a': 0.31, 'e': 0.6730128848950394}",25,0,10.957269522421578,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
80,False,"{'a': 0.31, 'e': 0.6696478204705641}",20,0,-1.1474394659299656,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
81,False,"{'a': 0.31, 'e': 0.6662995813682113}",35,0,-42.58897314883148,"{0: 28, 1: 0, 2: 6, 3: 1, 4: 0}",0
82,False,"{'a': 0.31, 'e': 0.6629680834613703}",25,6,-44.437225540505736,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
83,False,"{'a': 0.31, 'e': 0.6596532430440635}",20,0,-12.900919731798263,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
84,False,"{'a': 0.31, 'e': 0.6563549768288431}",30,1,0.7055089898222753,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 0}",1
85,False,"{'a': 0.31, 'e': 0.6530732019446989}",30,3,-187.56133897538632,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 3}",1
86,False,"{'a': 0.31, 'e': 0.6498078359349754}",25,0,-30.28082895588054,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",1
87,False,"{'a': 0.31, 'e': 0.6465587967553006}",20,0,-56.04559979192402,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
88,False,"{'a': 0.31, 'e': 0.6433260027715241}",30,19,3.0123848032479303,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.31, 'e': 0.6401093727576664}",25,0,-59.82140952587524,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
90,False,"{'a': 0.31, 'e': 0.6369088258938781}",20,8,-27.637687119949344,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
91,False,"{'a': 0.31, 'e': 0.6337242817644086}",25,0,-10.480616411282368,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
92,False,"{'a': 0.31, 'e': 0.6305556603555866}",20,14,10.683271224289168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.31, 'e': 0.6274028820538087}",30,13,5.666106589675151,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
94,False,"{'a': 0.31, 'e': 0.6242658676435396}",25,11,-32.00120854888447,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
95,False,"{'a': 0.31, 'e': 0.6211445383053219}",20,1,-40.00019875418833,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
96,False,"{'a': 0.31, 'e': 0.6180388156137954}",20,1,-45.71367021477592,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
97,False,"{'a': 0.31, 'e': 0.6149486215357264}",25,13,8.854457323589275,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.31, 'e': 0.6118738784280477}",20,7,-2.3652444687397485,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
99,False,"{'a': 0.31, 'e': 0.6088145090359075}",20,3,-15.253798333620344,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
100,False,"{'a': 0.31, 'e': 0.6057704364907279}",25,0,14.610004082392079,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
101,False,"{'a': 0.31, 'e': 0.6027415843082743}",20,13,-40.774607547469394,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
102,False,"{'a': 0.31, 'e': 0.599727876386733}",20,0,-55.35639572841491,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
103,False,"{'a': 0.31, 'e': 0.5967292370047993}",20,0,-3.8770895035528814,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
104,False,"{'a': 0.31, 'e': 0.5937455908197753}",20,11,11.77832558508494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.31, 'e': 0.5907768628656764}",25,1,2.888911367838324,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.31, 'e': 0.587822978551348}",25,0,7.184737505087979,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
107,False,"{'a': 0.31, 'e': 0.5848838636585912}",25,7,31.434892414544642,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.31, 'e': 0.5819594443402983}",20,11,-29.516387069667676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
109,False,"{'a': 0.31, 'e': 0.5790496471185969}",20,5,16.18443966523708,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.31, 'e': 0.5761543988830038}",20,4,11.01976847474619,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.31, 'e': 0.5732736268885888}",20,5,14.11331204515164,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.31, 'e': 0.5704072587541459}",25,0,-104.39315564206741,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
113,False,"{'a': 0.31, 'e': 0.5675552224603752}",20,15,10.215271410024013,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.31, 'e': 0.5647174463480732}",25,17,14.89159597079771,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.31, 'e': 0.5618938591163328}",30,20,19.01846194376321,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.31, 'e': 0.5590843898207511}",20,8,14.265835392604094,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.31, 'e': 0.5562889678716475}",30,15,-67.20099425453934,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
118,False,"{'a': 0.31, 'e': 0.5535075230322892}",25,7,5.7376979067232,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.31, 'e': 0.5507399854171278}",30,10,15.346493357192596,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.31, 'e': 0.5479862854900421}",20,16,9.032861477871341,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.31, 'e': 0.5452463540625919}",20,11,19.738125622203366,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.31, 'e': 0.542520122292279}",20,11,-8.623488890459898,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
123,False,"{'a': 0.31, 'e': 0.5398075216808176}",20,12,4.794732318848635,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
